Experiment	Tag	Anim	Date	Date/Time	Standing	Active	Lying	Steps	collar	DOP	lat	long	distance (m)	X_Act	Y_Act	% HeadDown	Activity	SMA	Diffxy	Meanxy	Varxy	logx	logy	logdiffxy	logmeanxy	logvarxy	logdistance	DFL1	DFL2	DFL3	DFA12	DFA123	DBL1	DBL2	DBL3	DBA12	DBA123
Abdel	177360	1635	9/15/1950	7:56	0.7974	0.2026	0.0000	42	1525	2.8	35.9482658	-97.2690950	20.29	44	39	36	G	83	5	42	12.5	1.6	1.6	0.7	1.6	1.1	1.3	33.4	57.8	31.8	60.4	87.3	44.3	15.9	152.0	103.0	263.2
Abdel	177379	1553	9/14/1950	8:31	0.7648	0.2352	0.0000	54	1535	2.5	35.9484158	-97.2687731	20.29	86	2	1	G	88	84	44	3528	1.9	0.3	1.9	1.6	3.5	1.3	26.9	3.6	182.3	53.9	232.6	33.4	33.2	40.1	77.7	136.4
Abdel	177360	1635	9/15/1950	11:28	0.0736	0.9264	0.0000	241	1525	3.3	35.9483994	-97.2684744	20.22	92	58	45	W	150	34	75	578	2.0	1.8	1.5	1.9	2.8	1.3	26.9	184.4	11.2	205.7	398.6	26.9	57.8	31.8	60.4	104.7
Abdel	177379	1553	9/14/1950	10:02	0.7572	0.2428	0.0000	52	1535	2.0	35.9483836	-97.2687731	20.11	74	87	44	G	161	-13	81	84.5	1.9	1.9	1.1	1.9	1.9	1.3	178.7	24.4	8.3	371.7	393.9	26.9	3.6	31.8	53.9	87.3
Abdel	177492	1713	10/5/1950	12:50	0.8808	0.1192	0.0000	24	1532	4.4	35.9467806	-97.2689169	19.90	50	53	53	G	103	-3	52	4.5	1.7	1.7	0.5	1.7	0.7	1.3	193.0	174.4	26.3	215.2	389.4	178.7	184.4	182.3	205.7	232.6
Abdel	177360	1635	9/14/1950	9:57	0.8614	0.1386	0.0000	27	1525	2.3	35.9484881	-97.2685342	19.57	114	66	51	G	180	48	90	1152	2.1	1.8	1.7	2.0	3.1	1.3	22.2	194.4	12.2	196.5	381.7	193.0	24.4	11.2	371.7	398.6
Abdel	177379	1553	9/14/1950	13:12	0.2070	0.7930	0.0000	208	1535	2.0	35.9483392	-97.2686983	19.53	183	35	15	W	218	148	109	10952	2.3	1.5	2.2	2.0	4.0	1.3	174.3	20.1	25.7	359.5	401.0	22.2	174.4	8.3	215.2	393.9
Abdel	177442	1677	10/5/1950	9:27	0.6992	0.3008	0.0000	53	1538	1.9	35.9468261	-97.2692033	19.53	124	35	83	G	159	89	80	3960.5	2.1	1.5	1.9	1.9	3.6	1.3	185.2	184.7	19.8	226.7	430.6	174.3	194.4	26.3	196.5	389.4
Abdel	177379	1553	9/15/1950	11:28	0.0330	0.9670	0.0000	273	1535	3.3	35.9483867	-97.2684831	19.52	248	10	7	W	258	238	129	28322	2.4	1.0	2.4	2.1	4.5	1.3	41.4	205.0	219.4	245.3	274.3	185.2	20.1	12.2	359.5	381.7
Abdel	177492	1779	9/14/1950	12:46	0.6916	0.3084	0.0000	78	1531	2.8	35.9484722	-97.2689311	19.51	92	34	89	G	126	58	63	1682	2.0	1.5	1.8	1.8	3.2	1.3	203.9	213.1	181.3	232.9	269.4	41.4	184.7	25.7	226.7	401.0
Abdel	177416	1646	10/5/1950	8:57	0.8482	0.1518	0.0000	33	1527	2.2	35.9466611	-97.2692850	19.38	148	12	85	G	160	136	80	9248	2.2	1.1	2.1	1.9	4.0	1.3	29.0	23.8	169.3	65.5	212.1	203.9	205.0	19.8	245.3	430.6
Abdel	177386	1636	10/5/1950	11:45	0.8626	0.1374	0.0000	31	1524	2.2	35.9466356	-97.2696053	19.34	107	67	58	G	174	40	87	800	2.0	1.8	1.6	1.9	2.9	1.3	36.5	178.3	61.4	183.1	314.5	29.0	213.1	219.4	232.9	274.3
Abdel	177386	1636	10/5/1950	9:31	0.7908	0.2092	0.0000	50	1524	2.3	35.9468731	-97.2693247	19.20	189	67	57	G	256	122	128	7442	2.3	1.8	2.1	2.1	3.9	1.3	146.6	25.5	50.3	278.0	317.3	36.5	23.8	181.3	65.5	269.4
Abdel	177492	1779	9/14/1950	10:10	0.6264	0.3736	0.0000	90	1531	2.5	35.9481692	-97.2690267	19.12	117	63	23	G	180	54	90	1458	2.1	1.8	1.7	2.0	3.2	1.3	131.4	162.7	50.5	170.7	347.7	146.6	178.3	169.3	183.1	212.1
Abdel	177416	1646	10/5/1950	13:07	0.0866	0.9134	0.0000	257	1527	3.9	35.9469883	-97.2690800	19.02	160	2	83	W	162	158	81	12482	2.2	0.3	2.2	1.9	4.1	1.3	39.3	154.2	160.9	216.3	251.2	131.4	25.5	61.4	278.0	314.5
Abdel	177442	1677	10/5/1950	10:10	0.6070	0.3330	0.0600	64	1538	3.2	35.9467178	-97.2687994	18.92	209	50	69	RS	259	159	130	12640.5	2.3	1.7	2.2	2.1	4.1	1.3	177.0	189.6	193.2	211.9	236.0	39.3	162.7	50.3	170.7	317.3
Abdel	177492	1779	9/14/1950	10:54	0.8084	0.1916	0.0000	45	1531	3.2	35.9482892	-97.2684861	18.91	77	46	73	G	123	31	62	480.5	1.9	1.7	1.5	1.8	2.7	1.3	34.9	19.0	175.5	59.0	247.8	177.0	154.2	50.5	216.3	347.7
Abdel	177360	1635	9/14/1950	12:46	0.7570	0.2430	0.0000	54	1525	2.0	35.9484222	-97.2688375	18.79	173	84	80	G	257	89	129	3960.5	2.2	1.9	1.9	2.1	3.6	1.3	24.1	179.8	181.6	212.9	224.9	34.9	189.6	160.9	211.9	251.2
Abdel	177379	1553	9/14/1950	8:35	0.8822	0.1178	0.0000	27	1535	2.8	35.9484450	-97.2685714	18.48	66	16	2	G	82	50	41	1250	1.8	1.2	1.7	1.6	3.1	1.3	188.8	192.0	204.3	200.8	214.1	24.1	19.0	193.2	59.0	236.0
Abdel	177386	1636	10/6/1950	9:14	0.8670	0.1330	0.0000	31	1524	1.8	35.9468431	-97.2692672	18.47	185	69	47	G	254	116	127	6728	2.3	1.8	2.1	2.1	3.8	1.3	12.0	22.9	24.9	25.2	46.3	188.8	179.8	175.5	212.9	247.8
Abdel	177406	1635	10/6/1950	9:10	0.9066	0.0934	0.0000	20	1530	4.8	35.9468536	-97.2693997	18.45	124	16	82	G	140	108	70	5832	2.1	1.2	2.0	1.8	3.8	1.3	13.3	15.1	174.2	34.3	201.3	12.0	192.0	181.6	200.8	224.9
Abdel	177406	1635	10/6/1950	11:07	0.8246	0.1754	0.0000	39	1530	6.7	35.9467711	-97.2695061	18.38	74	9	86	G	83	65	42	2112.5	1.9	1.0	1.8	1.6	3.3	1.3	21.0	186.3	254.5	188.0	292.9	13.3	22.9	204.3	25.2	214.1
Abdel	177406	1635	10/6/1950	8:05	0.8834	0.1166	0.0000	27	1530	3.2	35.9469603	-97.2695028	18.36	140	10	90	G	150	130	75	8450	2.1	1.0	2.1	1.9	3.9	1.3	167.0	239.6	47.9	271.8	506.7	21.0	15.1	24.9	34.3	46.3
Abdel	177492	1779	9/14/1950	10:49	0.8834	0.1166	0.0000	26	1531	2.4	35.9483119	-97.2686939	18.32	45	170	29	G	215	-125	108	7812.5	1.7	2.2	2.1	2.0	3.9	1.3	104.8	181.8	23.6	339.7	524.9	167.0	186.3	174.2	188.0	201.3
Abdel	177360	1635	9/15/1950	13:12	0.0382	0.9618	0.0000	249	1525	2.3	35.9484122	-97.2675358	18.30	26	67	51	W	93	-41	47	840.5	1.4	1.8	1.6	1.7	2.9	1.3	234.9	82.0	86.3	420.0	433.0	104.8	239.6	254.5	271.8	292.9
Abdel	177406	1635	10/5/1950	9:53	0.8824	0.1176	0.0000	28	1530	2.8	35.9467058	-97.2690739	18.22	142	33	91	G	175	109	88	5940.5	2.2	1.5	2.0	1.9	3.8	1.3	185.1	194.8	15.6	198.1	394.7	234.9	181.8	47.9	339.7	506.7
Abdel	177492	1779	9/15/1950	12:16	0.9164	0.0836	0.0000	19	1531	2.4	35.9482881	-97.2684339	18.20	50	37	75	G	87	13	44	84.5	1.7	1.6	1.1	1.6	1.9	1.3	12.9	187.6	218.2	209.6	241.6	185.1	82.0	23.6	420.0	524.9
Abdel	177492	1779	9/15/1950	11:28	0.0632	0.9368	0.0000	270	1531	3.3	35.9483939	-97.2684939	18.14	111	54	10	W	165	57	83	1624.5	2.0	1.7	1.8	1.9	3.2	1.3	196.6	226.7	181.9	228.6	274.5	12.9	194.8	86.3	198.1	433.0
Abdel	177386	1636	10/5/1950	9:06	0.9142	0.0858	0.0000	16	1524	2.3	35.9467331	-97.2692436	18.12	99	149	78	G	248	-50	124	1250	2.0	2.2	1.7	2.1	3.1	1.3	32.0	24.0	54.1	77.9	150.4	196.6	187.6	15.6	209.6	394.7
Abdel	177492	1713	10/6/1950	11:11	0.8970	0.1030	0.0000	21	1532	3.8	35.9465178	-97.2694797	18.11	41	138	9	G	179	-97	90	4704.5	1.6	2.1	2.0	2.0	3.7	1.3	45.9	74.7	47.9	118.4	196.9	32.0	226.7	218.2	228.6	241.6
Abdel	177406	1635	10/6/1950	8:22	0.8410	0.1590	0.0000	36	1530	2.6	35.9469211	-97.2693736	18.11	75	142	79	G	217	-67	109	2244.5	1.9	2.2	1.8	2.0	3.4	1.3	72.5	6.0	4.6	151.0	160.7	45.9	24.0	181.9	77.9	274.5
Abdel	177492	1713	10/6/1950	12:03	0.9484	0.0516	0.0000	13	1532	2.0	35.9466197	-97.2686594	17.79	6	1	0	RL	7	5	4	12.5	0.8	0.0	0.7	0.5	1.1	1.3	78.5	69.6	80.2	88.2	99.6	72.5	74.7	54.1	118.4	150.4
Abdel	177492	1713	10/6/1950	11:02	0.8372	0.1628	0.0000	35	1532	6.8	35.9469472	-97.2694319	17.72	178	31	77	G	209	147	105	10804.5	2.3	1.5	2.2	2.0	4.0	1.2	9.7	8.6	12.4	21.1	27.7	78.5	6.0	47.9	151.0	196.9
Abdel	177492	1713	10/5/1950	9:31	0.8102	0.1898	0.0000	42	1532	3.0	35.9468808	-97.2693617	17.64	38	19	41	G	57	19	29	180.5	1.6	1.3	1.3	1.5	2.3	1.2	11.3	9.0	16.1	18.0	32.6	9.7	69.6	4.6	88.2	160.7
Abdel	177406	1635	10/5/1950	8:22	0.8492	0.1508	0.0000	34	1530	2.2	35.9468847	-97.2694875	17.62	158	26	81	G	184	132	92	8712	2.2	1.4	2.1	2.0	3.9	1.2	6.7	21.2	146.2	21.2	179.6	11.3	8.6	80.2	21.1	99.6
Abdel	177492	1713	10/5/1950	8:22	0.7762	0.2238	0.0000	51	1532	2.8	35.9468358	-97.2694447	17.56	64	30	48	G	94	34	47	578	1.8	1.5	1.5	1.7	2.8	1.2	14.6	150.2	157.5	173.0	196.9	6.7	9.0	12.4	18.0	27.7
Abdel	177386	1636	10/6/1950	8:35	0.8894	0.1106	0.0000	25	1524	2.3	35.9467372	-97.2693381	17.54	117	26	72	G	143	91	72	4140.5	2.1	1.4	2.0	1.9	3.6	1.2	158.4	163.8	15.3	182.3	356.9	14.6	21.2	16.1	21.2	32.6
Abdel	177492	1779	9/14/1950	12:33	0.8046	0.1954	0.0000	47	1531	6.4	35.9481283	-97.2689586	17.51	60	36	39	G	96	24	48	288	1.8	1.6	1.4	1.7	2.5	1.2	23.9	167.6	154.0	198.5	217.5	158.4	150.2	146.2	173.0	179.6
Abdel	177492	1779	9/15/1950	11:15	0.8838	0.1162	0.0000	26	1531	8.0	35.9481150	-97.2686936	17.51	90	34	25	W	124	56	62	1568	2.0	1.5	1.7	1.8	3.2	1.2	174.6	163.0	158.3	193.6	293.6	23.9	163.8	157.5	182.3	196.9
Abdel	177442	1677	10/6/1950	8:53	0.7186	0.2814	0.0000	52	1538	4.0	35.9466856	-97.2694956	29.17	220	30	85	G	250	190	125	18050	2.3	1.5	2.3	2.1	4.3	1.5	19.1	90.6	221.7	119.0	307.3	174.6	167.6	15.3	198.5	356.9
Abdel	177492	1713	10/5/1950	8:40	0.9284	0.0716	0.0000	14	1532	2.4	35.9468403	-97.2695867	17.13	80	55	51	G	135	25	68	312.5	1.9	1.7	1.4	1.8	2.5	1.2	99.9	212.1	7.7	288.3	495.1	19.1	163.0	154.0	193.6	217.5
Abdel	177492	1713	10/6/1950	11:58	0.9798	0.0202	0.0000	5	1532	7.2	35.9467014	-97.2684897	17.09	6	2	0	RS	8	4	4	8	0.8	0.3	0.6	0.6	0.9	1.2	188.3	102.6	34.5	395.1	476.2	99.9	90.6	158.3	119.0	293.6
Abdel	177360	1635	9/15/1950	8:14	0.8376	0.1624	0.0000	35	1525	1.9	35.9483781	-97.2681931	17.06	106	37	47	G	143	69	72	2380.5	2.0	1.6	1.8	1.9	3.4	1.2	206.8	164.3	202.1	287.9	354.5	188.3	212.1	221.7	288.3	307.3
Abdel	177406	1635	10/6/1950	8:57	0.8998	0.1002	0.0000	21	1530	4.2	35.9469086	-97.2696006	17.06	109	57	65	G	166	52	83	1352	2.0	1.8	1.7	1.9	3.1	1.2	81.1	16.0	186.0	147.7	328.4	206.8	102.6	7.7	395.1	495.1
Abdel	177416	1646	10/5/1950	11:37	0.0562	0.9438	0.0000	262	1527	2.4	35.9469594	-97.2687019	17.01	41	0	100	W	41	41	21	840.5	1.6	#NUM!	1.6	1.3	2.9	1.2	66.6	141.8	150.5	247.3	303.7	81.1	164.3	34.5	287.9	476.2
Abdel	177442	1677	10/5/1950	8:22	0.7274	0.2726	0.0000	52	1538	3.1	35.9468625	-97.2694322	16.97	168	54	71	G	222	114	111	6498	2.2	1.7	2.1	2.0	3.8	1.2	180.7	168.3	18.1	237.1	414.7	66.6	16.0	202.1	147.7	354.5
Abdel	177379	1553	9/14/1950	9:27	0.9676	0.0324	0.0000	7	1535	1.7	35.9481839	-97.2682633	16.80	12	37	9	G	49	-25	25	312.5	1.1	1.6	1.4	1.4	2.5	1.2	56.4	194.3	22.8	234.0	441.2	180.7	141.8	186.0	247.3	328.4
Abdel	177379	1553	9/14/1950	8:18	0.7782	0.2218	0.0000	52	1535	1.9	35.9483058	-97.2688711	16.71	54	5	0	G	59	49	30	1200.5	1.7	0.7	1.7	1.5	3.1	1.2	177.7	47.9	177.6	384.9	590.1	56.4	168.3	150.5	237.1	303.7
Abdel	177386	1636	10/6/1950	8:57	0.8846	0.1154	0.0000	25	1524	1.9	35.9468308	-97.2696297	16.69	143	66	34	G	209	77	105	2964.5	2.2	1.8	1.9	2.0	3.5	1.2	207.2	9.3	67.8	412.5	473.0	177.7	194.3	18.1	234.0	414.7
Abdel	177360	1635	9/14/1950	8:40	0.8238	0.1762	0.0000	37	1525	3.6	35.9483778	-97.2683461	16.69	56	29	7	G	85	27	43	364.5	1.7	1.5	1.4	1.6	2.6	1.2	205.3	162.3	199.3	265.8	327.5	207.2	47.9	22.8	384.9	441.2
Abdel	177416	1646	10/5/1950	8:31	0.8594	0.1406	0.0000	26	1527	2.5	35.9468017	-97.2695331	16.68	168	5	64	G	173	163	87	13284.5	2.2	0.7	2.2	1.9	4.1	1.2	60.5	10.3	32.8	122.3	158.9	205.3	9.3	177.6	412.5	590.1
Abdel	177442	1677	10/5/1950	11:37	0.0374	0.9626	0.0000	267	1538	1.9	35.9469894	-97.2689019	16.60	248	91	51	W	339	157	170	12324.5	2.4	2.0	2.2	2.2	4.1	1.2	61.7	29.4	138.8	98.4	253.7	60.5	162.3	67.8	265.8	473.0
Abdel	177492	1713	10/5/1950	12:03	0.8724	0.1276	0.0000	28	1532	2.4	35.9468875	-97.2695761	16.59	88	41	62	G	129	47	65	1104.5	1.9	1.6	1.7	1.8	3.0	1.2	36.7	157.5	181.1	191.9	216.5	61.7	10.3	199.3	122.3	327.5
Abdel	177416	1646	10/6/1950	9:19	0.8384	0.1616	0.0000	31	1527	2.0	35.9468419	-97.2691725	16.56	159	18	94	G	177	141	89	9940.5	2.2	1.3	2.1	1.9	4.0	1.2	155.2	179.8	15.7	179.9	343.9	36.7	29.4	32.8	98.4	158.9
Abdel	177379	1553	9/14/1950	8:22	0.8298	0.1702	0.0000	38	1535	2.7	35.9482333	-97.2690306	16.48	108	12	2	G	120	96	60	4608	2.0	1.1	2.0	1.8	3.7	1.2	24.6	139.5	40.5	188.7	347.1	155.2	157.5	138.8	191.9	253.7
Abdel	177360	1635	9/15/1950	7:48	0.8530	0.1470	0.0000	33	1525	4.5	35.9484547	-97.2690283	16.47	108	50	23	G	158	58	79	1682	2.0	1.7	1.8	1.9	3.2	1.2	164.1	41.0	177.7	322.5	501.9	24.6	179.8	181.1	179.9	216.5
Abdel	177406	1635	10/6/1950	7:52	0.8930	0.1070	0.0000	23	1530	2.4	35.9469825	-97.2691525	16.45	152	12	86	G	164	140	82	9800	2.2	1.1	2.1	1.9	4.0	1.2	158.4	35.6	182.9	337.8	548.1	164.1	139.5	15.7	188.7	343.9
Abdel	177379	1553	9/14/1950	8:48	0.7898	0.2102	0.0000	47	1535	4.2	35.9483344	-97.2685983	16.45	52	30	5	G	82	22	41	242	1.7	1.5	1.3	1.6	2.4	1.2	179.5	52.4	165.2	389.7	582.8	158.4	41.0	40.5	322.5	347.1
Abdel	177406	1635	10/5/1950	9:36	0.8848	0.1152	0.0000	25	1530	2.6	35.9469111	-97.2695381	16.45	134	19	80	G	153	115	77	6612.5	2.1	1.3	2.1	1.9	3.8	1.2	210.3	20.2	5.1	403.4	427.5	179.5	35.6	177.7	337.8	501.9
Abdel	177360	1635	9/15/1950	8:18	0.9132	0.0868	0.0000	18	1525	2.3	35.9483461	-97.2680167	16.30	118	63	57	G	181	55	91	1512.5	2.1	1.8	1.7	2.0	3.2	1.2	193.1	211.8	244.4	217.3	254.6	210.3	52.4	182.9	389.7	548.1
Abdel	177406	1635	10/5/1950	13:16	0.0454	0.9546	0.0000	246	1530	3.6	35.9469706	-97.2693256	16.30	42	87	48	W	129	-45	65	1012.5	1.6	1.9	1.7	1.8	3.0	1.2	24.2	51.3	30.7	61.5	84.0	193.1	20.2	165.2	403.4	582.8
Abdel	177386	1636	10/5/1950	8:27	0.8072	0.1928	0.0000	42	1524	2.8	35.9469297	-97.2695894	16.28	138	41	40	G	179	97	90	4704.5	2.1	1.6	2.0	2.0	3.7	1.2	37.3	15.4	11.0	59.8	70.6	24.2	211.8	5.1	217.3	427.5
Abdel	177492	1713	10/5/1950	11:45	0.8646	0.1354	0.0000	30	1532	4.0	35.9466000	-97.2696653	16.28	128	37	47	G	165	91	83	4140.5	2.1	1.6	2.0	1.9	3.6	1.2	22.5	32.6	40.0	33.3	44.6	37.3	51.3	244.4	61.5	254.6
Abdel	177406	1635	10/5/1950	8:31	0.8978	0.1022	0.0000	22	1530	4.0	35.9467917	-97.2695847	16.24	118	61	47	G	179	57	90	1624.5	2.1	1.8	1.8	2.0	3.2	1.2	10.8	17.7	179.9	22.1	184.4	22.5	15.4	30.7	59.8	84.0
Abdel	177386	1636	10/6/1950	11:11	0.8516	0.1484	0.0000	32	1524	3.0	35.9468617	-97.2695011	16.22	175	66	67	G	241	109	121	5940.5	2.2	1.8	2.0	2.1	3.8	1.2	11.3	170.8	36.8	173.6	380.2	10.8	32.6	11.0	33.3	70.6
Abdel	177416	1646	10/5/1950	8:27	0.7980	0.2020	0.0000	40	1527	2.8	35.9469500	-97.2695631	16.13	161	12	61	G	173	149	87	11100.5	2.2	1.1	2.2	1.9	4.0	1.2	162.3	44.3	153.9	368.9	567.1	11.3	17.7	40.0	22.1	44.6
Abdel	177360	1635	9/15/1950	12:42	0.8552	0.1448	0.0000	31	1525	1.9	35.9483736	-97.2691639	16.02	154	12	94	G	166	142	83	10082	2.2	1.1	2.2	1.9	4.0	1.2	206.6	8.5	42.8	404.8	446.1	162.3	170.8	179.9	173.6	184.4
Abdel	177416	1646	10/5/1950	11:50	0.9292	0.0708	0.0000	13	1527	1.9	35.9465622	-97.2696758	16.00	149	15	77	G	164	134	82	8978	2.2	1.2	2.1	1.9	4.0	1.2	198.1	194.8	37.0	239.5	398.4	206.6	44.3	36.8	368.9	380.2
Abdel	177360	1635	9/14/1950	10:10	0.6392	0.3608	0.0000	81	1525	3.2	35.9483011	-97.2691947	15.90	73	66	25	G	139	7	70	24.5	1.9	1.8	0.8	1.8	1.4	1.2	41.3	161.1	152.0	200.3	215.7	198.1	8.5	153.9	404.8	567.1
Abdel	177492	1779	9/14/1950	8:44	0.7512	0.2488	0.0000	55	1531	2.7	35.9481547	-97.2687728	15.84	68	25	17	G	93	43	47	924.5	1.8	1.4	1.6	1.7	3.0	1.2	158.9	146.9	174.3	174.4	257.7	41.3	194.8	42.8	239.5	446.1
Abdel	177416	1646	10/5/1950	12:03	0.8148	0.1852	0.0000	38	1527	2.0	35.9468883	-97.2695917	15.83	121	10	90	G	131	111	66	6160.5	2.1	1.0	2.0	1.8	3.8	1.2	15.4	93.2	15.8	98.7	200.9	158.9	161.1	37.0	200.3	398.4
Abdel	177442	1677	10/5/1950	9:36	0.8182	0.1818	0.0000	37	1538	3.4	35.9469483	-97.2694369	15.80	179	16	84	G	195	163	98	13284.5	2.3	1.2	2.2	2.0	4.1	1.2	83.3	18.9	180.9	185.5	365.8	15.4	146.9	152.0	174.4	215.7
Abdel	177492	1713	10/6/1950	11:54	0.9028	0.0972	0.0000	25	1532	1.9	35.9465919	-97.2686231	15.78	25	6	2	RS	31	19	16	180.5	1.4	0.8	1.3	1.2	2.3	1.2	102.2	205.9	203.6	282.5	318.7	83.3	93.2	174.3	98.7	257.7
Abdel	177416	1646	10/5/1950	12:07	0.9362	0.0638	0.0000	11	1527	2.0	35.9470283	-97.2696222	15.78	142	14	94	G	156	128	78	8192	2.2	1.1	2.1	1.9	3.9	1.2	180.3	160.2	51.1	216.5	383.0	102.2	18.9	15.8	185.5	200.9
Abdel	177379	1553	9/15/1950	8:57	0.8714	0.1286	0.0000	28	1535	6.9	35.9484436	-97.2686453	15.77	68	22	20	G	90	46	45	1058	1.8	1.3	1.7	1.7	3.0	1.2	36.2	176.8	173.4	202.8	229.3	180.3	205.9	180.9	282.5	365.8
Abdel	177360	1635	9/14/1950	12:42	0.8526	0.1474	0.0000	27	1525	2.3	35.9483908	-97.2690422	15.77	198	25	97	G	223	173	112	14964.5	2.3	1.4	2.2	2.0	4.2	1.2	166.5	158.0	167.1	193.1	218.9	36.2	160.2	203.6	216.5	318.7
Abdel	177386	1636	10/5/1950	12:29	0.7668	0.2332	0.0000	51	1524	1.8	35.9468933	-97.2690792	15.75	206	90	51	G	296	116	148	6728	2.3	2.0	2.1	2.2	3.8	1.2	26.6	50.5	4.9	52.4	107.6	166.5	176.8	51.1	202.8	383.0
Abdel	177492	1713	10/5/1950	13:20	0.0508	0.9492	0.0000	257	1532	2.1	35.9469914	-97.2693483	15.74	139	59	16	W	198	80	99	3200	2.1	1.8	1.9	2.0	3.5	1.2	25.8	30.8	17.9	81.0	97.0	26.6	158.0	173.4	193.1	229.3
Abdel	177416	1646	10/5/1950	9:40	0.8480	0.1520	0.0000	31	1527	2.5	35.9469658	-97.2696333	15.72	138	9	65	G	147	129	74	8320.5	2.1	1.0	2.1	1.9	3.9	1.2	55.2	40.0	26.8	71.2	116.1	25.8	50.5	167.1	52.4	218.9
Abdel	177416	1646	10/6/1950	7:52	0.9084	0.0916	0.0000	16	1527	2.4	35.9468992	-97.2690253	15.71	140	6	91	G	146	134	73	8978	2.1	0.8	2.1	1.9	4.0	1.2	15.9	60.4	141.5	60.9	237.5	55.2	30.8	4.9	81.0	107.6
Abdel	177442	1677	10/5/1950	9:49	0.7268	0.2732	0.0000	53	1538	2.2	35.9468831	-97.2692011	15.71	168	38	90	G	206	130	103	8450	2.2	1.6	2.1	2.0	3.9	1.2	45.0	146.1	25.8	221.6	391.5	15.9	40.0	17.9	71.2	97.0
Abdel	177492	1713	10/6/1950	10:54	0.8522	0.1478	0.0000	31	1532	4.7	35.9467258	-97.2696614	15.60	78	36	25	G	114	42	57	882	1.9	1.6	1.6	1.8	2.9	1.2	176.6	46.9	36.5	346.5	385.2	45.0	60.4	26.8	60.9	116.1
Abdel	177379	1553	9/14/1950	8:14	0.8250	0.1750	0.0000	40	1535	2.3	35.9481608	-97.2688211	15.58	96	1	0	G	97	95	49	4512.5	2.0	0.0	2.0	1.7	3.7	1.2	169.9	143.1	21.9	208.6	373.5	176.6	146.1	141.5	221.6	237.5
Abdel	177492	1713	10/6/1950	9:23	0.7958	0.2042	0.0000	46	1532	1.9	35.9466556	-97.2691472	15.56	36	27	54	G	63	9	32	40.5	1.6	1.4	1.0	1.5	1.6	1.2	38.7	191.8	36.8	203.5	358.6	169.9	46.9	25.8	346.5	391.5
Abdel	177386	1636	10/5/1950	12:11	0.8370	0.1630	0.0000	37	1524	2.3	35.9469533	-97.2693697	15.52	159	70	57	G	229	89	115	3960.5	2.2	1.8	1.9	2.1	3.6	1.2	164.8	25.7	70.8	319.9	371.1	38.7	143.1	36.5	208.6	385.2
Abdel	177360	1635	9/14/1950	8:31	0.8210	0.1790	0.0000	39	1525	2.5	35.9483528	-97.2687658	15.48	41	31	32	G	72	10	36	50	1.6	1.5	1.0	1.6	1.7	1.2	155.1	186.6	175.4	206.3	288.7	164.8	191.8	21.9	203.5	373.5
Abdel	177492	1713	10/5/1950	13:12	0.1088	0.8912	0.0000	235	1532	3.8	35.9469828	-97.2690867	15.46	183	46	21	W	229	137	115	9384.5	2.3	1.7	2.1	2.1	4.0	1.2	51.2	41.1	47.6	133.6	140.9	155.1	25.7	36.8	319.9	358.6
Abdel	177406	1635	10/5/1950	10:23	0.9482	0.0518	0.0000	12	1530	7.8	35.9466764	-97.2686617	15.46	20	20	11	RS	40	0	20	0	1.3	1.3	#NUM!	1.3	#NUM!	1.2	82.4	86.2	64.4	89.7	113.4	51.2	186.6	70.8	206.3	371.1
Abdel	177442	1677	10/6/1950	8:57	0.7730	0.2270	0.0000	38	1538	2.9	35.9469031	-97.2695331	24.37	163	54	63	G	217	109	109	5940.5	2.2	1.7	2.0	2.0	3.8	1.4	7.3	23.2	224.7	31.0	261.0	82.4	41.1	175.4	133.6	288.7
Abdel	177492	1713	10/6/1950	8:57	0.9142	0.0858	0.0000	19	1532	1.9	35.9468581	-97.2695922	15.43	95	55	69	G	150	40	75	800	2.0	1.7	1.6	1.9	2.9	1.2	23.7	232.0	186.3	253.7	301.6	7.3	86.2	47.6	89.7	140.9
Abdel	177492	1713	10/6/1950	8:35	0.8474	0.1526	0.0000	34	1532	2.2	35.9467400	-97.2693728	15.37	76	33	56	G	109	43	55	924.5	1.9	1.5	1.6	1.7	3.0	1.2	229.9	186.2	182.9	277.9	362.5	23.7	23.2	64.4	31.0	113.4
Abdel	177492	1779	9/15/1950	8:40	0.8666	0.1334	0.0000	29	1531	3.9	35.9484206	-97.2678844	15.32	86	18	85	G	104	68	52	2312	1.9	1.3	1.8	1.7	3.4	1.2	48.0	122.3	217.8	132.5	292.1	229.9	232.0	224.7	253.7	261.0
Abdel	177492	1779	9/14/1950	12:16	0.0024	0.0044	0.9928	0	1531	2.5	35.9481881	-97.2683331	15.24	16	0	0	RL	16	16	8	128	1.2	#NUM!	1.2	0.9	2.1	1.2	84.6	172.1	174.3	244.2	246.4	48.0	186.2	186.3	277.9	301.6
Abdel	177360	1635	9/15/1950	9:10	0.8648	0.1352	0.0000	30	1525	3.3	35.9483811	-97.2692419	15.22	132	31	75	G	163	101	82	5100.5	2.1	1.5	2.0	1.9	3.7	1.2	159.6	161.6	72.5	161.8	334.8	84.6	122.3	182.9	132.5	362.5
Abdel	177492	1713	10/5/1950	9:36	0.8854	0.1146	0.0000	22	1532	2.5	35.9469608	-97.2694981	15.17	84	16	56	G	100	68	50	2312	1.9	1.2	1.8	1.7	3.4	1.2	2.2	170.8	24.8	175.2	368.7	159.6	172.1	217.8	244.2	292.1
