Experiment	Tag	Anim	Date	Date/Time	Standing	Active	Lying	Steps	collar	DOP	lat	long	distance (m)	X_Act	Y_Act	% HeadDown	Activity	SMA	Diffxy	Meanxy	Varxy	logx	logy	logdiffxy	logmeanxy	logvarxy	logdistance	DFL1	DFL2	DFL3	DFA12	DFA123	DBL1	DBL2	DBL3	DBA12	DBA123
Abdel	177360	1635	9/15/1950	8:40	0.9428	0.0572	0.0000	13	1525	2.4	35.9483833	-97.2676403	5.62	154	22	49	G	176	132	88	8712	2.2	1.3	2.1	1.9	3.9	0.7	70.7	211.8	197.0	242.6	264.2	78.7	71.8	221.3	92.5	251.8
Abdel	177379	1553	9/14/1950	10:41	0.8358	0.1642	0.0000	38	1535	2.0	35.9483731	-97.2684256	5.58	15	18	21	G	33	-3	17	4.5	1.2	1.3	0.5	1.2	0.7	0.7	171.9	162.9	28.5	193.5	331.8	70.7	20.5	29.2	149.4	163.2
Abdel	177406	1635	10/6/1950	7:56	0.9156	0.0844	0.0000	18	1530	2.5	35.9469639	-97.2692097	5.56	114	44	79	G	158	70	79	2450	2.1	1.6	1.8	1.9	3.4	0.7	21.6	149.3	147.1	160.0	162.2	171.9	211.8	151.7	242.6	321.3
Abdel	177406	1635	10/6/1950	7:48	0.9034	0.0966	0.0000	19	1530	2.7	35.9469764	-97.2689703	5.54	145	35	78	G	180	110	90	6050	2.2	1.5	2.0	2.0	3.8	0.7	138.4	136.1	51.5	140.6	307.9	21.6	162.9	197.0	193.5	264.2
Abdel	177360	1635	9/15/1950	10:28	0.5166	0.1202	0.3634	24	1525	2.1	35.9481214	-97.2683683	5.53	62	15	15	RS	77	47	39	1104.5	1.8	1.2	1.7	1.6	3.0	0.7	2.2	169.3	167.1	169.5	175.1	138.4	149.3	28.5	160.0	331.8
Abdel	177360	1635	9/15/1950	10:19	0.9470	0.0530	0.0000	11	1525	4.8	35.9481039	-97.2683806	5.48	44	3	70	RS	47	41	24	840.5	1.6	0.5	1.6	1.4	2.9	0.7	167.3	165.0	168.4	172.9	227.8	2.2	136.1	147.1	140.6	162.2
Abdel	177406	1635	10/5/1950	12:46	0.9322	0.0678	0.0000	17	1530	3.2	35.9466119	-97.2686169	5.44	35	10	1	RS	45	25	23	312.5	1.5	1.0	1.4	1.4	2.5	0.7	5.6	60.4	49.4	60.6	76.1	167.3	169.3	51.5	169.5	307.9
Abdel	177442	1677	10/5/1950	11:50	0.7700	0.1434	0.0866	22	1538	2.3	35.9466383	-97.2686706	5.42	56	8	10	RS	64	48	32	1152	1.7	0.9	1.7	1.5	3.1	0.7	54.9	43.7	53.0	70.4	80.4	5.6	165.0	167.1	172.9	175.1
Abdel	177492	1713	10/5/1950	8:09	0.9428	0.0572	0.0000	13	1532	2.6	35.9467667	-97.2692597	5.41	39	6	71	G	45	33	23	544.5	1.6	0.8	1.5	1.4	2.7	0.7	15.5	8.0	171.3	25.5	189.9	54.9	60.4	168.4	60.6	227.8
Abdel	177442	1677	10/5/1950	9:57	0.8374	0.1626	0.0000	30	1538	2.3	35.9468208	-97.2691008	5.40	177	43	67	G	220	134	110	8978	2.2	1.6	2.1	2.0	4.0	0.7	10.0	165.0	159.0	174.4	244.1	15.5	43.7	49.4	70.4	76.1
Abdel	177386	1636	10/6/1950	9:19	0.9286	0.0714	0.0000	16	1524	1.8	35.9468272	-97.2692114	5.33	159	49	71	G	208	110	104	6050	2.2	1.7	2.0	2.0	3.8	0.7	164.4	162.6	163.2	234.1	238.4	10.0	8.0	53.0	25.5	80.4
Abdel	177360	1635	9/15/1950	9:19	0.7558	0.2442	0.0000	56	1525	2.6	35.9483044	-97.2691372	5.32	145	46	81	G	191	99	96	4900.5	2.2	1.7	2.0	2.0	3.7	0.7	69.7	65.7	183.2	74.0	254.0	164.4	165.0	171.3	174.4	189.9
Abdel	177360	1635	9/14/1950	12:11	0.9292	0.0708	0.0000	9	1525	2.5	35.9481306	-97.2683928	5.32	79	20	29	RS	99	59	50	1740.5	1.9	1.3	1.8	1.7	3.2	0.7	4.3	179.1	166.8	184.3	231.2	69.7	162.6	159.0	234.1	244.1
Abdel	177379	1553	9/14/1950	9:10	0.9252	0.0748	0.0000	17	1535	2.4	35.9481525	-97.2684317	5.31	34	76	15	RS	110	-42	55	882	1.5	1.9	1.6	1.7	2.9	0.7	180.0	168.7	41.9	227.0	394.9	4.3	65.7	163.2	74.0	238.4
Abdel	177406	1635	10/5/1950	9:10	0.9266	0.0734	0.0000	15	1530	2.5	35.9466578	-97.2691992	5.31	87	38	81	G	125	49	63	1200.5	1.9	1.6	1.7	1.8	3.1	0.7	47.0	167.9	13.6	214.9	370.0	180.0	179.1	183.2	184.3	254.0
Abdel	177416	1646	10/6/1950	11:58	0.0000	0.0000	1.0000	0	1527	2.1	35.9466483	-97.2686775	5.28	23	11	62	RL	34	12	17	72	1.4	1.0	1.1	1.2	1.9	0.7	167.9	51.4	66.8	323.1	341.3	47.0	168.7	166.8	227.0	231.2
Abdel	177492	1779	9/14/1950	8:22	0.9120	0.0880	0.0000	21	1531	2.9	35.9481478	-97.2688967	5.27	93	38	9	G	131	55	66	1512.5	2.0	1.6	1.7	1.8	3.2	0.7	155.2	143.3	37.0	173.4	330.2	167.9	167.9	41.9	214.9	394.9
Abdel	177442	1677	10/5/1950	9:01	0.8500	0.1500	0.0000	26	1538	1.9	35.9467781	-97.2692256	5.18	172	26	70	G	198	146	99	10658	2.2	1.4	2.2	2.0	4.0	0.7	18.3	165.1	222.4	175.0	248.1	155.2	51.4	13.6	323.1	370.0
Abdel	177416	1646	10/6/1950	11:07	0.9074	0.0926	0.0000	20	1527	2.4	35.9469108	-97.2693453	5.18	119	12	95	G	131	107	66	5724.5	2.1	1.1	2.0	1.8	3.8	0.7	156.8	217.9	211.4	229.8	241.6	18.3	143.3	66.8	173.4	341.3
Abdel	177379	1553	9/14/1950	9:14	0.8488	0.0366	0.1146	7	1535	2.4	35.9481369	-97.2684856	5.16	38	50	55	RS	88	-12	44	72	1.6	1.7	1.1	1.6	1.9	0.7	73.0	62.8	8.2	84.8	140.8	156.8	165.1	37.0	175.0	330.2
Abdel	177492	1779	9/15/1950	8:31	0.9590	0.0410	0.0000	9	1531	2.5	35.9483675	-97.2677261	5.16	52	62	51	G	114	-10	57	50	1.7	1.8	1.0	1.8	1.7	0.7	11.8	65.8	224.9	67.8	232.5	73.0	217.9	222.4	229.8	248.1
Abdel	177379	1553	9/15/1950	8:31	0.9362	0.0638	0.0000	14	1535	6.5	35.9483814	-97.2678564	5.15	56	18	44	G	74	38	37	722	1.7	1.3	1.6	1.6	2.9	0.7	56.0	217.7	79.7	220.6	392.6	11.8	62.8	211.4	84.8	241.6
Abdel	177379	1553	9/14/1950	12:11	0.9312	0.0688	0.0000	15	1535	2.5	35.9481294	-97.2683947	5.15	18	2	0	G	20	16	10	128	1.3	0.3	1.2	1.0	2.1	0.7	164.7	41.6	166.6	336.6	528.5	56.0	65.8	8.2	67.8	140.8
Abdel	177442	1677	10/5/1950	8:40	0.7726	0.2274	0.0000	40	1538	2.3	35.9469681	-97.2695294	5.13	222	30	65	G	252	192	126	18432	2.3	1.5	2.3	2.1	4.3	0.7	171.9	83.0	37.1	363.9	436.1	164.7	217.7	224.9	220.6	232.5
Abdel	177360	1635	9/14/1950	8:18	0.8712	0.1288	0.0000	23	1525	2.2	35.9483767	-97.2687417	5.12	97	65	33	G	162	32	81	512	2.0	1.8	1.5	1.9	2.7	0.7	191.9	205.2	178.4	264.2	295.0	171.9	41.6	79.7	336.6	392.6
Abdel	177442	1677	10/5/1950	10:49	0.1170	0.0572	0.8258	9	1538	2.9	35.9466511	-97.2686950	5.12	57	26	19	RL	83	31	42	480.5	1.8	1.4	1.5	1.6	2.7	0.7	72.3	81.7	167.0	103.1	271.8	191.9	83.0	166.6	363.9	528.5
Abdel	177416	1646	10/5/1950	8:53	0.9206	0.0794	0.0000	12	1527	2.2	35.9466356	-97.2694975	5.07	118	31	86	G	149	87	75	3784.5	2.1	1.5	1.9	1.9	3.6	0.7	30.8	192.2	191.2	199.6	242.8	72.3	205.2	37.1	264.2	436.1
Abdel	177442	1677	10/5/1950	8:31	0.6924	0.3076	0.0000	46	1538	2.1	35.9469100	-97.2695444	5.05	188	24	65	G	212	164	106	13448	2.3	1.4	2.2	2.0	4.1	0.7	168.8	163.6	90.0	212.0	404.2	30.8	81.7	178.4	103.1	295.0
Abdel	177379	1553	9/14/1950	12:59	0.9138	0.0862	0.0000	18	1535	2.4	35.9481394	-97.2684450	5.05	14	6	0	W	20	8	10	32	1.1	0.8	0.9	1.0	1.5	0.7	43.2	175.7	147.8	235.4	291.4	168.8	192.2	167.0	199.6	271.8
Abdel	177492	1779	9/14/1950	10:41	0.8572	0.1428	0.0000	31	1531	4.1	35.9482833	-97.2688908	5.04	34	35	65	G	69	-1	35	0.5	1.5	1.5	0.0	1.5	-0.3	0.7	192.2	153.0	166.2	248.2	285.3	43.2	163.6	191.2	212.0	242.8
Abdel	177492	1713	10/6/1950	12:42	0.6796	0.0682	0.2522	17	1532	4.4	35.9465669	-97.2686389	5.03	12	10	5	RL	22	2	11	2	1.1	1.0	0.3	1.0	0.3	0.7	56.0	84.2	46.1	93.1	171.0	192.2	175.7	90.0	235.4	404.2
Abdel	177416	1646	10/6/1950	8:31	0.9446	0.0554	0.0000	8	1527	2.2	35.9469164	-97.2690867	5.02	114	6	99	G	120	108	60	5832	2.1	0.8	2.0	1.8	3.8	0.7	37.2	40.7	157.4	115.0	257.5	56.0	153.0	147.8	248.2	291.4
Abdel	177492	1713	10/6/1950	8:18	0.9608	0.0392	0.0000	9	1532	2.3	35.9468708	-97.2694956	5.02	51	152	58	G	203	-101	102	5100.5	1.7	2.2	2.0	2.0	3.7	0.7	77.9	177.0	16.7	220.3	413.5	37.2	84.2	166.2	93.1	285.3
Abdel	177406	1635	10/5/1950	11:37	0.0608	0.9392	0.0000	246	1530	2.4	35.9469817	-97.2686414	4.97	38	101	56	W	139	-63	70	1984.5	1.6	2.0	1.8	1.8	3.3	0.7	142.4	91.8	136.4	335.6	531.1	77.9	40.7	46.1	115.0	171.0
Abdel	177492	1779	9/14/1950	9:57	0.9178	0.0822	0.0000	18	1531	5.7	35.9482597	-97.2685339	4.95	72	23	67	G	95	49	48	1200.5	1.9	1.4	1.7	1.7	3.1	0.7	193.2	18.7	157.9	388.7	545.0	142.4	177.0	157.4	220.3	257.5
Abdel	177386	1636	10/5/1950	11:54	0.9250	0.0750	0.0000	17	1524	2.4	35.9467636	-97.2696247	4.95	118	62	68	G	180	56	90	1568	2.1	1.8	1.7	2.0	3.2	0.7	195.5	51.8	190.2	351.8	522.2	193.2	91.8	16.7	335.6	413.5
Abdel	177360	1635	9/14/1950	9:19	0.9152	0.0848	0.0000	16	1525	3.6	35.9481853	-97.2683472	4.92	107	45	15	RS	152	62	76	1922	2.0	1.7	1.8	1.9	3.3	0.7	156.3	81.7	48.7	326.7	364.5	195.5	18.7	136.4	388.7	531.1
Abdel	177416	1646	10/6/1950	7:56	0.9126	0.0874	0.0000	17	1527	2.3	35.9469100	-97.2690781	4.91	64	2	51	G	66	62	33	1922	1.8	0.3	1.8	1.5	3.3	0.7	170.4	173.1	165.0	208.2	239.8	156.3	51.8	157.9	351.8	545.0
Abdel	177379	1553	9/14/1950	12:42	0.9154	0.0846	0.0000	20	1535	4.2	35.9484394	-97.2691992	4.91	120	13	7	G	133	107	67	5724.5	2.1	1.1	2.0	1.8	3.8	0.7	37.8	8.5	81.4	69.4	142.5	170.4	81.7	190.2	326.7	522.2
Abdel	177379	1553	9/15/1950	12:37	0.8108	0.1892	0.0000	42	1535	3.0	35.9484478	-97.2687797	4.89	73	14	4	G	87	59	44	1740.5	1.9	1.1	1.8	1.6	3.2	0.7	31.6	49.7	53.3	104.7	108.4	37.8	173.1	48.7	208.2	364.5
Abdel	177492	1779	9/14/1950	12:42	0.9278	0.0722	0.0000	16	1531	2.2	35.9483931	-97.2691242	4.86	103	63	45	G	166	40	83	800	2.0	1.8	1.6	1.9	2.9	0.7	73.2	76.6	72.9	76.8	80.6	31.6	8.5	165.0	69.4	239.8
Abdel	177492	1779	9/15/1950	11:02	0.0040	0.0332	0.9624	7	1531	2.5	35.9481486	-97.2683697	4.82	43	4	2	RL	47	39	24	760.5	1.6	0.6	1.6	1.4	2.9	0.7	3.7	0.4	13.0	7.5	20.1	73.2	49.7	81.4	104.7	142.5
Abdel	177379	1553	9/15/1950	9:57	0.0578	0.0308	0.9112	5	1535	2.0	35.9481264	-97.2683397	4.82	4	0	0	RS	4	4	2	8	0.6	#NUM!	0.6	0.3	0.9	0.7	3.8	16.0	126.6	16.5	148.5	3.7	76.6	53.3	76.8	108.4
Abdel	177379	1553	9/15/1950	10:28	0.9292	0.0708	0.0000	15	1535	2.5	35.9481469	-97.2683736	4.80	18	2	1	RS	20	16	10	128	1.3	0.3	1.2	1.0	2.1	0.7	12.7	129.1	85.5	144.7	317.1	3.8	0.4	72.9	7.5	80.6
Abdel	177379	1553	9/15/1950	11:07	0.9012	0.0988	0.0000	21	1535	2.3	35.9481578	-97.2685136	4.80	60	3	0	G	63	57	32	1624.5	1.8	0.5	1.8	1.5	3.2	0.7	132.0	97.1	163.1	304.5	523.0	12.7	16.0	13.0	16.5	20.1
Abdel	177386	1636	10/6/1950	13:20	0.0336	0.9664	0.0000	268	1524	2.1	35.9469906	-97.2682439	4.79	150	47	37	W	197	103	99	5304.5	2.2	1.7	2.0	2.0	3.7	0.7	172.4	50.0	77.9	391.0	423.2	132.0	129.1	126.6	144.7	148.5
Abdel	177360	1635	9/15/1950	13:16	0.0632	0.9368	0.0000	259	1525	2.6	35.9484136	-97.2674828	4.79	54	49	60	W	103	5	52	12.5	1.7	1.7	0.7	1.7	1.1	0.7	218.5	237.1	91.6	250.8	420.0	172.4	97.1	85.5	304.5	317.1
Abdel	177442	1677	10/5/1950	12:59	0.0724	0.1208	0.8066	29	1538	2.8	35.9466964	-97.2686636	4.74	33	0	0	W	33	33	17	544.5	1.5	#NUM!	1.5	1.2	2.7	0.7	32.2	160.7	189.5	201.4	244.4	218.5	50.0	163.1	391.0	523.0
Abdel	177406	1635	10/5/1950	10:10	0.9516	0.0484	0.0000	12	1530	4.2	35.9466831	-97.2690214	4.73	124	18	70	G	142	106	71	5618	2.1	1.3	2.0	1.9	3.7	0.7	169.2	191.8	62.5	212.2	426.4	32.2	237.1	77.9	250.8	423.2
Abdel	177492	1779	9/14/1950	12:59	0.0474	0.0788	0.8738	21	1531	2.2	35.9481297	-97.2684386	4.73	8	0	0	W	8	8	4	32	0.9	#NUM!	0.9	0.6	1.5	0.7	43.0	202.9	36.7	257.2	485.9	169.2	160.7	91.6	201.4	420.0
Abdel	177360	1635	9/14/1950	10:36	0.9484	0.0516	0.0000	10	1525	4.8	35.9483975	-97.2687831	4.72	121	93	50	G	214	28	107	392	2.1	2.0	1.4	2.0	2.6	0.7	214.2	22.4	195.0	442.9	643.6	43.0	191.8	189.5	212.2	244.4
Abdel	177406	1635	10/6/1950	10:54	0.8696	0.1304	0.0000	26	1530	4.7	35.9466233	-97.2697114	4.72	144	40	53	G	184	104	92	5408	2.2	1.6	2.0	2.0	3.7	0.7	228.6	94.9	220.8	429.3	616.6	214.2	202.9	62.5	257.2	426.4
Abdel	177379	1553	9/14/1950	10:32	0.9272	0.0728	0.0000	17	1535	2.2	35.9484489	-97.2685428	4.72	98	14	1	G	112	84	56	3528	2.0	1.1	1.9	1.7	3.5	0.7	200.7	17.0	191.4	388.0	572.2	228.6	22.4	36.7	442.9	485.9
Abdel	177386	1636	10/6/1950	11:54	0.2882	0.0230	0.6888	3	1524	2.0	35.9466464	-97.2686578	4.71	107	18	15	RL	125	89	63	3960.5	2.0	1.3	1.9	1.8	3.6	0.7	187.3	90.1	165.8	371.5	540.5	200.7	94.9	195.0	429.3	643.6
Abdel	177492	1779	9/15/1950	12:24	0.8988	0.1012	0.0000	22	1531	2.1	35.9483214	-97.2684392	4.71	56	145	89	G	201	-89	101	3960.5	1.7	2.2	1.9	2.0	3.6	0.7	184.2	22.6	21.6	353.2	357.3	187.3	17.0	220.8	388.0	616.6
Abdel	177406	1635	10/6/1950	9:01	0.8864	0.1136	0.0000	26	1530	3.7	35.9469492	-97.2695858	4.69	105	59	43	G	164	46	82	1058	2.0	1.8	1.7	1.9	3.0	0.7	169.0	167.0	92.5	173.1	341.1	184.2	90.1	191.4	371.5	572.2
Abdel	177379	1553	9/15/1950	10:02	0.9374	0.0626	0.0000	13	1535	2.2	35.9481217	-97.2683914	4.69	18	7	2	RL	25	11	13	60.5	1.3	0.8	1.0	1.1	1.8	0.7	4.1	167.9	3.1	172.1	339.7	169.0	22.6	165.8	353.2	540.5
Abdel	177379	1553	9/14/1950	9:23	0.8698	0.1302	0.0000	26	1535	2.7	35.9481275	-97.2684361	4.69	16	7	16	G	23	9	12	40.5	1.2	0.8	1.0	1.1	1.6	0.7	168.0	7.2	170.9	335.7	506.3	4.1	167.0	21.6	173.1	357.3
Abdel	177442	1677	10/5/1950	12:16	0.4032	0.0750	0.5216	10	1538	2.5	35.9466256	-97.2686397	4.67	42	6	7	RL	48	36	24	648	1.6	0.8	1.6	1.4	2.8	0.7	167.7	4.0	39.0	338.3	378.3	168.0	167.9	92.5	172.1	341.1
Abdel	177360	1635	9/14/1950	11:07	0.9830	0.0170	0.0000	4	1525	1.8	35.9481158	-97.2683572	4.66	36	14	13	RS	50	22	25	242	1.6	1.1	1.3	1.4	2.4	0.7	170.7	139.2	168.5	210.6	254.0	167.7	7.2	3.1	335.7	339.7
Abdel	177386	1636	10/5/1950	11:11	0.0024	0.0054	0.9920	0	1524	3.4	35.9466025	-97.2686739	4.65	96	0	0	RL	96	96	48	4608	2.0	#NUM!	2.0	1.7	3.7	0.7	40.0	62.1	3.6	83.3	146.6	170.7	4.0	170.9	338.3	506.3
Abdel	177386	1636	10/6/1950	7:48	0.8534	0.1466	0.0000	34	1524	4.3	35.9469308	-97.2688542	4.64	124	15	11	G	139	109	70	5940.5	2.1	1.2	2.0	1.8	3.8	0.7	43.3	38.5	28.8	106.7	162.9	40.0	139.2	39.0	210.6	378.3
Abdel	177406	1635	10/5/1950	8:18	0.9438	0.0562	0.0000	11	1530	4.0	35.9468133	-97.2693131	4.63	122	20	78	G	142	102	71	5202	2.1	1.3	2.0	1.9	3.7	0.7	63.4	16.1	62.1	119.6	173.2	43.3	62.1	168.5	83.3	254.0
Abdel	177492	1713	10/5/1950	12:59	0.5364	0.2548	0.2088	65	1532	4.2	35.9466275	-97.2686478	4.61	30	9	17	W	39	21	20	220.5	1.5	1.0	1.3	1.3	2.3	0.7	56.2	5.9	169.7	109.8	273.6	63.4	38.5	3.6	106.7	146.6
Abdel	177416	1646	10/6/1950	8:09	0.9308	0.0692	0.0000	10	1527	2.7	35.9469025	-97.2691719	4.60	129	26	83	G	155	103	78	5304.5	2.1	1.4	2.0	1.9	3.7	0.7	53.6	152.3	57.3	217.3	389.8	56.2	16.1	28.8	119.6	162.9
Abdel	177442	1677	10/5/1950	12:50	0.0012	0.0008	0.9980	0	1538	2.7	35.9466808	-97.2686433	4.60	30	10	7	RL	40	20	20	200	1.5	1.0	1.3	1.3	2.3	0.7	163.7	8.8	87.9	336.2	426.1	53.6	5.9	62.1	109.8	173.2
Abdel	177492	1779	9/14/1950	9:44	0.9000	0.0366	0.0634	9	1531	4.3	35.9481461	-97.2684631	4.59	45	13	33	RS	58	32	29	512	1.7	1.1	1.5	1.5	2.7	0.7	172.5	170.7	175.6	262.3	353.3	163.7	152.3	169.7	217.3	273.6
Abdel	177416	1646	10/6/1950	12:20	0.0028	0.0148	0.9820	2	1527	2.1	35.9466025	-97.2686539	4.58	86	31	49	RL	117	55	59	1512.5	1.9	1.5	1.7	1.8	3.2	0.7	89.8	3.1	4.6	180.8	188.5	172.5	8.8	57.3	336.2	389.8
Abdel	177386	1636	10/5/1950	8:40	0.9296	0.0704	0.0000	15	1524	2.0	35.9469050	-97.2695792	4.57	129	72	52	G	201	57	101	1624.5	2.1	1.9	1.8	2.0	3.2	0.7	91.0	88.3	148.1	98.6	266.4	89.8	170.7	87.9	262.3	426.1
Abdel	177406	1635	10/5/1950	12:37	0.9730	0.0270	0.0000	7	1530	3.0	35.9465747	-97.2686547	4.55	42	10	8	RS	52	32	26	512	1.6	1.0	1.5	1.4	2.7	0.7	7.7	175.3	171.8	175.4	213.8	91.0	3.1	175.6	180.8	353.3
Abdel	177492	1713	10/5/1950	10:02	0.7376	0.0858	0.1766	20	1532	2.4	35.9466436	-97.2686525	4.53	6	13	14	RS	19	-7	10	24.5	0.8	1.1	0.8	1.0	1.4	0.7	167.7	164.2	182.2	206.2	226.4	7.7	88.3	4.6	98.6	188.5
Abdel	177492	1779	9/14/1950	8:27	0.8888	0.1112	0.0000	23	1531	3.0	35.9481336	-97.2689436	4.52	134	26	6	G	160	108	80	5832	2.1	1.4	2.0	1.9	3.8	0.7	38.4	34.3	146.2	58.7	227.8	167.7	175.3	148.1	175.4	266.4
Abdel	177492	1779	9/14/1950	9:31	0.9484	0.0516	0.0000	13	1531	2.9	35.9481161	-97.2685172	4.52	66	24	89	RS	90	42	45	882	1.8	1.4	1.6	1.7	2.9	0.7	20.2	154.7	168.9	189.4	241.6	38.4	164.2	171.8	206.2	213.8
Abdel	177360	1635	9/14/1950	8:53	0.8752	0.1248	0.0000	25	1525	2.8	35.9482819	-97.2686094	4.52	170	35	83	G	205	135	103	9112.5	2.2	1.5	2.1	2.0	4.0	0.7	169.2	186.8	181.1	221.3	270.7	20.2	34.3	182.2	58.7	226.4
Abdel	177386	1636	10/5/1950	8:05	0.9460	0.0540	0.0000	11	1524	2.6	35.9468328	-97.2691822	4.50	141	59	81	G	200	82	100	3362	2.1	1.8	1.9	2.0	3.5	0.7	52.2	12.0	52.0	101.5	150.0	169.2	154.7	146.2	189.4	227.8
Abdel	177386	1636	10/6/1950	12:07	0.4916	0.0712	0.4372	17	1524	2.3	35.9466025	-97.2686775	4.49	49	18	6	RS	67	31	34	480.5	1.7	1.3	1.5	1.5	2.7	0.7	49.4	3.0	203.7	97.9	304.0	52.2	186.8	168.9	221.3	241.6
Abdel	177442	1677	10/5/1950	8:05	0.7658	0.2342	0.0000	39	1538	2.4	35.9467261	-97.2692042	4.47	164	30	92	G	194	134	97	8978	2.2	1.5	2.1	2.0	4.0	0.7	48.5	192.9	171.5	254.6	304.7	49.4	12.0	181.1	101.5	270.7
Abdel	177416	1646	10/6/1950	12:16	0.0012	0.0008	0.9980	0	1527	1.8	35.9465800	-97.2686964	4.46	29	6	36	RL	35	23	18	264.5	1.5	0.8	1.4	1.2	2.4	0.6	206.1	173.8	173.7	256.2	257.1	48.5	3.0	52.0	97.9	150.0
Abdel	177379	1553	9/15/1950	7:48	0.9662	0.0338	0.0000	8	1535	3.3	35.9484314	-97.2688081	4.45	93	72	29	G	165	21	83	220.5	2.0	1.9	1.3	1.9	2.3	0.6	50.1	50.9	8.0	51.0	95.7	206.1	192.9	203.7	254.6	304.0
Abdel	177492	1779	9/14/1950	9:01	0.9138	0.0862	0.0000	18	1531	2.7	35.9481247	-97.2684003	4.44	80	30	35	RL	110	50	55	1250	1.9	1.5	1.7	1.7	3.1	0.6	0.9	43.9	8.2	45.6	90.7	50.1	173.8	171.5	256.2	304.7
Abdel	177360	1635	9/14/1950	12:55	0.9634	0.0366	0.0000	7	1525	2.7	35.9481228	-97.2683903	4.40	97	28	15	RS	125	69	63	2380.5	2.0	1.4	1.8	1.8	3.4	0.6	44.7	7.6	34.1	89.7	123.9	0.9	50.9	173.7	51.0	257.1
Abdel	177379	1553	9/15/1950	8:14	0.9378	0.0622	0.0000	13	1535	4.1	35.9484236	-97.2687197	4.39	30	137	4	G	167	-107	84	5724.5	1.5	2.1	2.0	1.9	3.8	0.6	45.0	10.9	217.1	79.2	294.1	44.7	43.9	8.0	45.6	95.7
Abdel	177492	1779	9/15/1950	10:45	0.0162	0.0070	0.9766	1	1531	2.7	35.9481706	-97.2683292	4.38	45	36	39	RS	81	9	41	40.5	1.7	1.6	1.0	1.6	1.6	0.6	34.1	209.9	171.0	249.1	297.2	45.0	7.6	8.2	89.7	90.7
Abdel	177360	1635	9/14/1950	10:28	0.9374	0.0626	0.0000	12	1525	1.8	35.9483656	-97.2686222	4.36	167	47	91	G	214	120	107	7200	2.2	1.7	2.1	2.0	3.9	0.6	214.9	181.4	178.1	263.1	292.8	34.1	10.9	34.1	79.2	123.9
Abdel	177492	1713	10/5/1950	11:50	0.9238	0.0762	0.0000	16	1532	2.3	35.9466350	-97.2696861	4.31	92	38	39	G	130	54	65	1458	2.0	1.6	1.7	1.8	3.2	0.6	48.2	37.0	204.5	77.9	245.6	214.9	209.9	217.1	249.1	294.1
Abdel	177442	1677	10/5/1950	9:10	0.8784	0.1216	0.0000	18	1538	3.0	35.9468008	-97.2691919	4.31	120	13	74	G	133	107	67	5724.5	2.1	1.1	2.0	1.8	3.8	0.6	29.7	166.2	165.9	197.4	197.9	48.2	181.4	171.0	263.1	297.2
Abdel	177406	1635	10/6/1950	8:09	0.8948	0.1052	0.0000	23	1530	5.2	35.9469244	-97.2694844	4.31	149	35	83	G	184	114	92	6498	2.2	1.5	2.1	2.0	3.8	0.6	167.7	167.4	32.9	168.2	316.2	29.7	37.0	178.1	77.9	292.8
Abdel	177360	1635	9/15/1950	9:57	0.9580	0.0420	0.0000	6	1525	2.5	35.9481511	-97.2683997	4.29	58	15	19	RL	73	43	37	924.5	1.8	1.2	1.6	1.6	3.0	0.6	0.4	148.3	176.7	148.5	207.8	167.7	166.2	204.5	197.4	245.6
Abdel	177379	1553	9/15/1950	9:40	0.9504	0.0496	0.0000	11	1535	2.5	35.9481500	-97.2684042	4.26	16	8	1	RS	24	8	12	32	1.2	0.9	0.9	1.1	1.5	0.6	148.1	176.5	175.0	207.3	208.9	0.4	167.4	165.9	168.2	197.9
Abdel	177416	1646	10/6/1950	8:18	0.9284	0.0716	0.0000	9	1527	2.5	35.9469514	-97.2691203	4.24	140	9	83	G	149	131	75	8580.5	2.1	1.0	2.1	1.9	3.9	0.6	59.3	58.6	22.1	60.8	135.8	148.1	148.3	32.9	148.5	316.2
Abdel	177416	1646	10/6/1950	12:42	0.0000	0.0000	1.0000	0	1527	4.5	35.9465753	-97.2686536	4.24	3	13	11	RS	16	-10	8	50	0.5	1.1	1.0	0.9	1.7	0.6	1.6	75.3	50.8	76.5	105.7	59.3	176.5	176.7	207.3	207.8
Abdel	177416	1646	10/6/1950	12:11	0.4580	0.0470	0.4952	9	1527	1.9	35.9465886	-97.2686481	4.19	14	15	27	RL	29	-1	15	0.5	1.1	1.2	0.0	1.2	-0.3	0.6	75.0	50.1	84.8	104.1	141.6	1.6	58.6	175.0	60.8	208.9
Abdel	177442	1677	10/5/1950	9:44	0.8822	0.1178	0.0000	21	1538	3.3	35.9469328	-97.2693642	4.19	134	6	96	G	140	128	70	8192	2.1	0.8	2.1	1.8	3.9	0.6	29.2	10.1	162.5	66.6	227.3	75.0	75.3	22.1	76.5	135.8
Abdel	177416	1646	10/6/1950	8:35	0.8970	0.1030	0.0000	18	1527	2.2	35.9469064	-97.2690419	4.19	149	22	94	G	171	127	86	8064.5	2.2	1.3	2.1	1.9	3.9	0.6	37.5	151.5	45.0	198.1	371.7	29.2	50.1	50.8	104.1	105.7
Abdel	177386	1636	10/6/1950	8:14	0.9388	0.0612	0.0000	12	1524	2.9	35.9469972	-97.2694431	4.18	114	23	21	G	137	91	69	4140.5	2.1	1.4	2.0	1.8	3.6	0.6	160.6	79.8	7.5	334.2	406.5	37.5	10.1	84.8	66.6	141.6
